0,0.000000,0.056099,0.821671,-0.641431,0.017683,0.995756,-0.573265,-0.020376,0.824176,-0.646230,0.017274,0.814127,-0.619700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.008333,0.056157,0.822271,-0.641719,0.017708,0.996344,-0.573558,-0.020319,0.824706,-0.646529,0.017322,0.814722,-0.619998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.016667,0.056186,0.822836,-0.641980,0.017768,0.996890,-0.573810,-0.020321,0.825285,-0.646824,0.017315,0.815322,-0.620256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.025000,0.056226,0.823463,-0.642284,0.017802,0.997538,-0.574119,-0.020278,0.825848,-0.647112,0.017355,0.815913,-0.620521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.033333,0.056253,0.824009,-0.642522,0.017819,0.998077,-0.574376,-0.020248,0.826415,-0.647352,0.017376,0.816440,-0.620799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.041667,0.056267,0.824599,-0.642735,0.017810,0.998665,-0.574603,-0.020247,0.826993,-0.647569,0.017397,0.817003,-0.621037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.050000,0.056219,0.825165,-0.642977,0.017791,0.999323,-0.574836,-0.020285,0.827687,-0.647780,0.017377,0.817680,-0.621226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.058333,0.056212,0.825744,-0.643196,0.017812,0.999864,-0.575105,-0.020238,0.828238,-0.647986,0.017387,0.818255,-0.621437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.066667,0.056241,0.826378,-0.643437,0.017823,1.000521,-0.575370,-0.020238,0.828867,-0.648211,0.017413,0.818845,-0.621676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.075000,0.056269,0.826977,-0.643653,0.017820,1.001090,-0.575617,-0.020211,0.829461,-0.648490,0.017419,0.819453,-0.621920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.083333,0.056256,0.827611,-0.643910,0.017841,1.001696,-0.575879,-0.020199,0.830003,-0.648741,0.017405,0.820072,-0.622160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.091667,0.056255,0.828197,-0.644174,0.017816,1.002344,-0.576163,-0.020231,0.830613,-0.649009,0.017398,0.820628,-0.622433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.100000,0.056234,0.828734,-0.644412,0.017842,1.002889,-0.576402,-0.020274,0.831225,-0.649264,0.017405,0.821187,-0.622700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.108333,0.056244,0.829332,-0.644621,0.017838,1.003502,-0.576698,-0.020258,0.831757,-0.649493,0.017392,0.821845,-0.622924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.116667,0.056267,0.830010,-0.644821,0.017826,1.004110,-0.576943,-0.020209,0.832402,-0.649710,0.017404,0.822456,-0.623102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.125000,0.056321,0.830600,-0.645077,0.017851,1.004719,-0.577180,-0.020198,0.833022,-0.649907,0.017463,0.823048,-0.623309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.133333,0.056325,0.831116,-0.645275,0.017871,1.005375,-0.577400,-0.020161,0.833616,-0.650123,0.017445,0.823650,-0.623543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.141667,0.056302,0.831762,-0.645520,0.017897,1.005964,-0.577642,-0.020135,0.834205,-0.650359,0.017449,0.824240,-0.623801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.150000,0.056319,0.832371,-0.645740,0.017945,1.006562,-0.577926,-0.020149,0.834828,-0.650602,0.017497,0.824825,-0.624035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.158333,0.056362,0.832913,-0.646000,0.017939,1.007120,-0.578173,-0.020109,0.835338,-0.650835,0.017539,0.825409,-0.624249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.166667,0.056411,0.833492,-0.646249,0.017986,1.007752,-0.578424,-0.020094,0.835944,-0.651098,0.017564,0.826019,-0.624520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.175000,0.056417,0.834142,-0.646550,0.018036,1.008286,-0.578671,-0.020046,0.836482,-0.651405,0.017599,0.826606,-0.624762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.183333,0.056457,0.834655,-0.646772,0.018025,1.008907,-0.578958,-0.020016,0.837105,-0.651624,0.017633,0.827170,-0.625034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.191667,0.056494,0.835249,-0.647020,0.018039,1.009489,-0.579218,-0.019990,0.837712,-0.651858,0.017627,0.827727,-0.625305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.200000,0.056491,0.835822,-0.647245,0.018029,1.010045,-0.579475,-0.020010,0.838300,-0.652101,0.017625,0.828300,-0.625536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.208333,0.056474,0.836429,-0.647455,0.018007,1.010653,-0.579746,-0.020026,0.838858,-0.652304,0.017603,0.828981,-0.625734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.216667,0.056469,0.837019,-0.647724,0.018023,1.011245,-0.579964,-0.020029,0.839481,-0.652542,0.017612,0.829541,-0.625940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.225000,0.056462,0.837567,-0.648001,0.018056,1.011848,-0.580225,-0.019993,0.840014,-0.652837,0.017652,0.830106,-0.626195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.233333,0.056422,0.838135,-0.648258,0.018048,1.012524,-0.580540,-0.020027,0.840630,-0.653100,0.017629,0.830690,-0.626497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.241667,0.056444,0.838768,-0.648496,0.018004,1.013035,-0.580813,-0.020014,0.841204,-0.653362,0.017614,0.831300,-0.626787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.250000,0.056467,0.839382,-0.648755,0.017990,1.013691,-0.581119,-0.020033,0.841853,-0.653612,0.017623,0.831879,-0.627016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.258333,0.056509,0.839959,-0.649005,0.018004,1.014248,-0.581380,-0.020017,0.842418,-0.653854,0.017601,0.832495,-0.627267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.266667,0.056486,0.840598,-0.649333,0.018064,1.014854,-0.581667,-0.020014,0.843057,-0.654159,0.017609,0.833162,-0.627571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.275000,0.056501,0.841133,-0.649616,0.018104,1.015472,-0.581969,-0.019948,0.843586,-0.654458,0.017658,0.833655,-0.627854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0.283333,0.056539,0.841688,-0.649913,0.018142,1.015982,-0.582265,-0.019909,0.844197,-0.654779,0.017732,0.834223,-0.628157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0.291667,0.056584,0.842295,-0.650190,0.018152,1.016606,-0.582594,-0.019859,0.844742,-0.655050,0.017756,0.834829,-0.628470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.300000,0.056598,0.842880,-0.650481,0.018217,1.017126,-0.582901,-0.019849,0.845275,-0.655338,0.017779,0.835368,-0.628757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.308333,0.056664,0.843358,-0.650866,0.018243,1.017677,-0.583251,-0.019821,0.845840,-0.655688,0.017832,0.835890,-0.629072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.316667,0.056695,0.843854,-0.651174,0.018228,1.018236,-0.583570,-0.019797,0.846322,-0.656039,0.017842,0.836434,-0.629414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.325000,0.056703,0.844397,-0.651473,0.018237,1.018730,-0.583848,-0.019793,0.846825,-0.656340,0.017857,0.836992,-0.629728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.333333,0.056713,0.844986,-0.651751,0.018283,1.019279,-0.584163,-0.019793,0.847422,-0.656612,0.017848,0.837515,-0.630002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.341667,0.056708,0.845440,-0.652113,0.018268,1.019766,-0.584494,-0.019803,0.847918,-0.656919,0.017839,0.838030,-0.630283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0.350000,0.056705,0.845900,-0.652424,0.018255,1.020206,-0.584764,-0.019796,0.848379,-0.657263,0.017849,0.838490,-0.630671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0.358333,0.056667,0.846408,-0.652762,0.018236,1.020748,-0.585119,-0.019772,0.848911,-0.657611,0.017843,0.838959,-0.631004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0.366667,0.056656,0.846909,-0.653096,0.018196,1.021218,-0.585430,-0.019775,0.849399,-0.657932,0.017821,0.839477,-0.631349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
