0,0.000000,0.019374,1.061118,-0.609707,-0.048410,0.900446,-0.682944,0.087741,0.897470,-0.675578,0.016807,0.749778,-0.598916,,,,,,,,,,,,,,,,,,
1,0.008333,0.019328,1.060479,-0.609205,-0.048389,0.899783,-0.682458,0.087725,0.896811,-0.675133,0.016805,0.749765,-0.598921,,,,,,,,,,,,,,,,,,
2,0.016667,0.019306,1.059869,-0.608750,-0.048411,0.899156,-0.681960,0.087721,0.896184,-0.674601,0.016801,0.749775,-0.598925,,,,,,,,,,,,,,,,,,
3,0.025000,0.019324,1.059117,-0.608312,-0.048431,0.898518,-0.681534,0.087685,0.895485,-0.674202,0.016801,0.749768,-0.598921,,,,,,,,,,,,,,,,,,
4,0.033333,0.019267,1.058508,-0.607848,-0.048491,0.897842,-0.681091,0.087619,0.894821,-0.673811,0.016803,0.749764,-0.598917,,,,,,,,,,,,,,,,,,
5,0.041667,0.019239,1.057810,-0.607407,-0.048508,0.897228,-0.680718,0.087581,0.894155,-0.673363,0.016799,0.749776,-0.598903,,,,,,,,,,,,,,,,,,
6,0.050000,0.019218,1.057172,-0.607007,-0.048578,0.896435,-0.680283,0.087589,0.893520,-0.672923,0.016798,0.749770,-0.598891,,,,,,,,,,,,,,,,,,
7,0.058333,0.019150,1.056489,-0.606557,-0.048583,0.895863,-0.679909,0.087544,0.892861,-0.672518,0.016801,0.749771,-0.598892,,,,,,,,,,,,,,,,,,
8,0.066667,0.019106,1.055799,-0.606169,-0.048603,0.895155,-0.679507,0.087520,0.892219,-0.672129,0.016795,0.749765,-0.598895,,,,,,,,,,,,,,,,,,
9,0.075000,0.019114,1.055111,-0.605788,-0.048643,0.894550,-0.679155,0.087459,0.891514,-0.671759,0.016800,0.749760,-0.598904,,,,,,,,,,,,,,,,,,
10,0.083333,0.019097,1.054485,-0.605445,-0.048671,0.893910,-0.678842,0.087439,0.890899,-0.671479,0.016800,0.749765,-0.598901,,,,,,,,,,,,,,,,,,
11,0.091667,0.019101,1.053814,-0.605077,-0.048657,0.893251,-0.678552,0.087419,0.890230,-0.671208,0.016805,0.749758,-0.598889,,,,,,,,,,,,,,,,,,
12,0.100000,0.019070,1.053188,-0.604774,-0.048684,0.892650,-0.678267,0.087449,0.889551,-0.670958,0.016800,0.749778,-0.598894,,,,,,,,,,,,,,,,,,
13,0.108333,0.019122,1.052444,-0.604478,-0.048630,0.891914,-0.677961,0.087503,0.888983,-0.670628,0.016799,0.749763,-0.598909,,,,,,,,,,,,,,,,,,
14,0.116667,0.019107,1.051854,-0.604175,-0.048627,0.891339,-0.677675,0.087514,0.888306,-0.670335,0.016793,0.749768,-0.598927,,,,,,,,,,,,,,,,,,
15,0.125000,0.019113,1.051187,-0.603743,-0.048640,0.890711,-0.677336,0.087503,0.887704,-0.670053,0.016800,0.749766,-0.598932,,,,,,,,,,,,,,,,,,
16,0.133333,0.019093,1.050586,-0.603401,-0.048660,0.890095,-0.677021,0.087451,0.887048,-0.669747,0.016811,0.749775,-0.598924,,,,,,,,,,,,,,,,,,
17,0.141667,0.019042,1.049949,-0.603050,-0.048715,0.889563,-0.676676,0.087361,0.886469,-0.669365,0.016807,0.749774,-0.598922,,,,,,,,,,,,,,,,,,
18,0.150000,0.019022,1.049371,-0.602687,-0.048787,0.888881,-0.676309,0.087337,0.885860,-0.669032,0.016809,0.749764,-0.598915,,,,,,,,,,,,,,,,,,
19,0.158333,0.018944,1.048778,-0.602306,-0.048780,0.888350,-0.675998,0.087338,0.885253,-0.668695,0.016799,0.749765,-0.598903,,,,,,,,,,,,,,,,,,
20,0.166667,0.018940,1.048234,-0.601974,-0.048775,0.887721,-0.675654,0.087330,0.884731,-0.668351,0.016800,0.749759,-0.598893,-0.026003,1.339568,-0.923520,,,,,,,,,,,,,,,
21,0.175000,0.018914,1.047625,-0.601640,-0.048819,0.887207,-0.675280,0.087324,0.884200,-0.667971,0.016796,0.749765,-0.598885,,,,,,,,,,,,,,,,,,
22,0.183333,0.018907,1.047097,-0.601251,-0.048832,0.886690,-0.674927,0.087287,0.883666,-0.667592,0.016798,0.749767,-0.598888,0.003244,1.336084,-0.923144,,,,,,,,,,,,,,,
23,0.191667,0.018887,1.046605,-0.600877,-0.048880,0.886162,-0.674564,0.087258,0.883143,-0.667252,0.016797,0.749760,-0.598903,,,,,,,,,,,,,,,,,,
24,0.200000,0.018867,1.046110,-0.600526,-0.048900,0.885708,-0.674196,0.087201,0.882647,-0.666873,0.016802,0.749776,-0.598914,,,,,,,,,,,,,,,,,,
25,0.208333,0.018890,1.045645,-0.600201,-0.048885,0.885235,-0.673825,0.087217,0.882183,-0.666472,0.016811,0.749761,-0.598921,,,,,,,,,,,,,,,,,,
26,0.216667,0.018892,1.045190,-0.599808,-0.048876,0.884775,-0.673417,0.087246,0.881744,-0.666109,0.016804,0.749770,-0.598918,,,,,,,,,,,,,,,,,,
27,0.225000,0.018879,1.044820,-0.599449,-0.048883,0.884304,-0.673047,0.087250,0.881278,-0.665779,0.016801,0.749773,-0.598914,,,,,,,,,,,,,,,,,,
28,0.233333,0.018918,1.044406,-0.599109,-0.048856,0.883824,-0.672722,0.087243,0.880860,-0.665378,0.016800,0.749769,-0.598909,-0.026850,1.336362,-0.920224,,,,,,,,,,,,,,,
